ARTISTIC_ENTITY,GENDER,NATIONALITY,OBJECT_TITLE,OBJECT_DATE,PRIMARY_MEDIUM,ACCESSION_YEAR,OBJECT_TYPE
Elie Nadelman,Female,American,Figure,1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Figure,1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Figure (Standing Female Figure),1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Horse,1914-01-01T00:00:00Z,Bronze,1984-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Horse and Figure,1912-01-01T00:00:00Z,Bronze,1984-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Julia Gardiner Gayley,1918-01-01T00:00:00Z,Marble,1980-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Marie P. Scott,1916-01-01T00:00:00Z,Marble,1946-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Mother and Child,1935-01-01T00:00:00Z,Terracotta,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Robert Sterling Clark,1933-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Standing Female,1908-01-01T00:00:00Z,Bronze,1975-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Standing Figure,1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Standing Figure,1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Standing Figure,1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Standing Nude,1935-01-01T00:00:00Z,Plaster,1970-01-01T00:00:00Z,Sculpture
Elie Nadelman,Female,American,Woman on a Horse,1912-01-01T00:00:00Z,Bronze,1984-01-01T00:00:00Z,Sculpture
Eliot Clark,Male,American,Cow Dust Hour,Null,Oil,1955-01-01T00:00:00Z,Painting
Elisabeth Frink,Female,British,Sir John Pope-Hennessy,1976-01-01T00:00:00Z,Bronze,1995-01-01T00:00:00Z,Sculpture
Elizabeth Butterworth,Female,British,Red Bellied Macaw and Yellow Naped Macaws,1988-01-01T00:00:00Z,Gouache,1993-01-01T00:00:00Z,Painting
Elizabeth Catlett,Female,Mexican,Woman Fixing her Hair,1993-01-01T00:00:00Z,Wood,1993-01-01T00:00:00Z,Sculpture
Elizabeth Murray,Female,American,Once,1978-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Elizabeth Murray,Female,American,Terrifying Terrain,1989-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Elizabeth Nealon Weistrop,Female,American,SOWER OF THE FOREST,1965-01-01T00:00:00Z,Bronze,1967-01-01T00:00:00Z,Sculpture
Elizabeth Terrell,Female,American,Industrial Landscape,1939-01-01T00:00:00Z,Gouache,1943-01-01T00:00:00Z,Painting
Ellen Driscoll,Female,American,Lost Geography,1987-01-01T00:00:00Z,Mixed Media,1997-01-01T00:00:00Z,Sculpture
Ellen Gallagher,Female,American,Delirious Hem,1995-01-01T00:00:00Z,Graphite,2010-01-01T00:00:00Z,Painting
Ellen Phelan,Female,American,"Fence: Westport, 1999",2002-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Ellsworth Kelly,Male,American,Blue Green Red,1963-01-01T00:00:00Z,Oil,1963-01-01T00:00:00Z,Painting
Ellsworth Kelly,Male,American,Spectrum V,1969-01-01T00:00:00Z,Oil,1969-01-01T00:00:00Z,Painting
Ellsworth Kelly,Male,American, Red/Blue,1960-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Ellsworth Kelly,Male,American,"Red,Blue",1960-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Ellsworth Kelly,Male,American,Blue Panel,1977-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Ellsworth Kelly,Male,American,Curve XXXII,1982-01-01T00:00:00Z,Steel,1986-01-01T00:00:00Z,Sculpture
Elmar Rojas,Male,Guatemalan,Rituals,1995-01-01T00:00:00Z,Acrylic,1996-01-01T00:00:00Z,Painting
Elmer Bischoff,Male,American,Untitled No. 66,1982-01-01T00:00:00Z,Acrylic,1983-01-01T00:00:00Z,Painting
Emil Bisttram,Male,American,Rider in the Midnight Sky,1928-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Emil Hoppe,Male,Austrian,"Wohn und 'Geschäftshaus 'I' Dorotheergasse 5 und 7,': Design for a Viennese House and Department Store",1911-01-01T00:00:00Z,Graphite,2009-01-01T00:00:00Z,Painting
Emil Nolde,Male,German,Large Sunflowers,1928-01-01T00:00:00Z,Oil,1970-01-01T00:00:00Z,Painting
Emil Nolde,Male,German,A Couple,1938-01-01T00:00:00Z,Watercolor,1967-01-01T00:00:00Z,Painting
Emil Schumacher,Male,German,Fallada,1959-01-01T00:00:00Z,Oil,1971-01-01T00:00:00Z,Painting
Emrys Williams,Male,British,Pier,1989-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
Emrys Williams,Male,British,"Study for ""Larger Painting III""",1988-01-01T00:00:00Z,Oil Pastel,1991-01-01T00:00:00Z,Painting
Enrique Martinez Celaya,Male,American,Look (Sebastián,2003-01-01T00:00:00Z,Tar,2003-01-01T00:00:00Z,Painting
Enrique Martinez Celaya,Male,American,L.W.,2003-01-01T00:00:00Z,Watercolor,2003-01-01T00:00:00Z,Painting
Enrique Martinez Celaya,Male,American,Where am I?,2003-01-01T00:00:00Z,Watercolor,2003-01-01T00:00:00Z,Painting
Ephraim Rubenstein,Male,American,Self-Portrait with Books,1984-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Eric Fischl,Male,American,Mike,1999-01-01T00:00:00Z,Oil,2003-01-01T00:00:00Z,Painting
Erich Klossowski,Male,French,Landscape,1927-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Ernest Blumenschein,Male,American,Taos Valley/ New Mexico,1933-01-01T00:00:00Z,Oil,1934-01-01T00:00:00Z,Painting
Ernest Trova,Male,American,FM/4741A,1969-01-01T00:00:00Z,Mixed Media,1979-01-01T00:00:00Z,Sculpture
Erte,Male,French,A Bride for the Lord of Muscovy,1931-01-01T00:00:00Z,Gouache,2000-01-01T00:00:00Z,Painting
Erwin,Male,American,THE ARTIC AND THE ANTARTIC,1941-01-01T00:00:00Z,Bronze,1941-01-01T00:00:00Z,Sculpture
Erwin Eisch,Male,German,Hommage √† Picasso:  Blind and Lost,1985-01-01T00:00:00Z,Glass,1998-01-01T00:00:00Z,Sculpture
Esphyr Slobodkina,Male,American,Pot Bellied Stove,1936-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Esteban Vicente,Male,American,Untitled,1972-01-01T00:00:00Z,Oil,1973-01-01T00:00:00Z,Painting
Esteban Vicente,Male,American,Untitled,1966-01-01T00:00:00Z,Oil,1975-01-01T00:00:00Z,Painting
Esteban Vicente,Male,American,Alison Series: One November Day,1976-01-01T00:00:00Z,Oil,1977-01-01T00:00:00Z,Painting
Esteban Vicente,Male,American,Number One,1951-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Estela Hussong,Female,Mexican,Afternoon at Sea,1985-01-01T00:00:00Z,Ink,1990-01-01T00:00:00Z,Painting
Ethel Schwabacher,Female,American,Night,1957-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Euan Macleod,Male,New Zealander,Climb,1991-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
"Eugen, Prince of Sweden",Male,Swedish,The Rainbow,1915-01-01T00:00:00Z,Oil,1954-01-01T00:00:00Z,Painting
Eugene Berman,Male,American,Project for a room in the house of Wright S. Ludington/ Santa Barbara/ California,1938-01-01T00:00:00Z,Gouache,1965-01-01T00:00:00Z,Painting
Eugene Berman,Male,American,"Sketch for the Curtain of ""L'Opera de Quat' Sous""",1917-01-01T00:00:00Z,Gouache,1965-01-01T00:00:00Z,Painting
Eugene Berman,Male,American,Muse of the Western World,1942-01-01T00:00:00Z,Oil,1943-01-01T00:00:00Z,Painting
Eugene Speicher,Male,American,Morning Light,1907-01-01T00:00:00Z,Oil,1917-01-01T00:00:00Z,Painting
Eugene Speicher,Male,American,Polly,1927-01-01T00:00:00Z,Oil,1928-01-01T00:00:00Z,Painting
Eugene Speicher,Male,American,Deep Lake/ Canada,1933-01-01T00:00:00Z,Oil,1934-01-01T00:00:00Z,Painting
Eugene Speicher,Male,American,The Mountaineer,1929-01-01T00:00:00Z,Oil,1961-01-01T00:00:00Z,Painting
Eugene Speicher,Male,American,Waldron Williams,1913-01-01T00:00:00Z,Oil,1970-01-01T00:00:00Z,Painting
Eugene Speicher,Male,American,Mrs. Waldron Williams,1911-01-01T00:00:00Z,Oil,1970-01-01T00:00:00Z,Painting
Eugenie Baizerman,Female,American,Falling Leaves,1945-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Eva Elisabeth Holmstrom,Female,Swedish,Gateway II,1988-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Everett Spruce,Male,American,Pigeons on a Roof,1947-01-01T00:00:00Z,Oil,1949-01-01T00:00:00Z,Painting
Ewen Henderson,Male,British,Turning Landscape,1997-01-01T00:00:00Z,Stoneware,1998-01-01T00:00:00Z,Sculpture
F Ziegler,Null,American,The Centenary of the First Ovariotomy/ performed by Dr. Ephraim McDowell,1909-01-01T00:00:00Z,Bronze,1909-01-01T00:00:00Z,Sculpture
Felix Vallotton,Male,Swiss,Flowering Peach Trees/ Provence,1922-01-01T00:00:00Z,Oil,1967-01-01T00:00:00Z,Painting
Felix Vallotton,Male,Swiss,"Landscape at Saint-Jeannet, Provence",1922-01-01T00:00:00Z,Oil,1967-01-01T00:00:00Z,Painting
Felix Vallotton,Male,Swiss,Still Life with Flowers,1925-01-01T00:00:00Z,Oil,1967-01-01T00:00:00Z,Painting
Felix Vallotton,Male,Swiss,Still Life with Apples and Glass of Water,1921-01-01T00:00:00Z,Oil,1967-01-01T00:00:00Z,Painting
Felix Vallotton,Male,Swiss,The Port of Honfleur at Night,1901-01-01T00:00:00Z,Oil,1967-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,The Kittiwake and The John Walton,1962-01-01T00:00:00Z,Acrylic,1976-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Sunrise on South Main Street,1973-01-01T00:00:00Z,Oil,1976-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Union Square/ Looking up Park Avenue,1975-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Elaine de Kooning (1920-1989),1957-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Clothesline,1958-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Maine Coast,1958-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Flowers by the Sea,1955-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Jerry on a Stool,1957-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Don Schrader,1962-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Arthur Bullowa,1971-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Lizzie at the Table,1958-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Maine Landscape,1955-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,The Trumpet Vine,1958-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Calm Morning,1961-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,The Cove,1964-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Arthur Bullowa,1972-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Wild Apples,1969-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Windows,1968-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,Pea Point from South Meadow,1974-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,View in a Haze,1973-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Fairfield Porter,Male,American,House above the Beach,1963-01-01T00:00:00Z,Oil,1979-01-01T00:00:00Z,Painting
Faith Ringgold,Female,American,Street Story Quilt,1985-01-01T00:00:00Z,Acrylic,1990-01-01T00:00:00Z,Painting
Father Dennis Leder,Male,American,Small Green Construction,1982-01-01T00:00:00Z,Cardboard,1983-01-01T00:00:00Z,Sculpture
Federico Vegas,Male,Venezuelan,Looking Out,1990-01-01T00:00:00Z,Pigments,1991-01-01T00:00:00Z,Painting
Felicie Waldo Howell,Male,American,Peirce Nichols House/ Salem,1920-01-01T00:00:00Z,Oil,1924-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,The Children's Garden,1952-01-01T00:00:00Z,Bronze,1993-01-01T00:00:00Z,Sculpture
Fernand Leger,Male,French,Two Reclining Women,1913-01-01T00:00:00Z,Gouache,1986-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Study for a Still Life,1914-01-01T00:00:00Z,Gouache,1986-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Rooftops,1915-01-01T00:00:00Z,India Ink,2007-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Still Life,1929-01-01T00:00:00Z,Oil,1967-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Three Women by a Garden,1922-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Woman with a Cat,1921-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,The Bicyclist,1951-01-01T00:00:00Z,Oil,1997-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,The Bargeman,1918-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Mechanical Elements,1920-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Divers/ Blue and Black,1942-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,The Builders,1920-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,The Village,1914-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
Fernand Leger,Male,French,Walking Flower,1957-01-01T00:00:00Z,Bronze,1992-01-01T00:00:00Z,Sculpture
Fernando Botero,Male,Colombian,Dancing in Colombia,1980-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Fernando Botero,Male,Colombian,Man on Horseback,1984-01-01T00:00:00Z,Bronze,1988-01-01T00:00:00Z,Sculpture
Fletcher Martin,Male,American,Juliet,1939-01-01T00:00:00Z,Gouache,1940-01-01T00:00:00Z,Painting
Flora Mace,Female,American,Double Doll on Blue,1983-01-01T00:00:00Z,Glass,2005-01-01T00:00:00Z,Sculpture
Florine Stettheimer,Female,American,The Cathedrals of Art,1942-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Florine Stettheimer,Female,American,The Cathedrals of Wall Street,1939-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Florine Stettheimer,Female,American,The Cathedrals of Broadway,1929-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Florine Stettheimer,Female,American,The Cathedrals of Fifth Avenue,1931-01-01T00:00:00Z,Oil,1953-01-01T00:00:00Z,Painting
Ford Crull,Male,American,Open Series/ Number 14,1989-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Ford Crull,Male,American,Cult Figure/ Number 6,1987-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Francois Pompon,Male,French,Polar Bear,1923-01-01T00:00:00Z,Marble,1930-01-01T00:00:00Z,Sculpture
Francois Rouan,Male,French,Mirotopos/ No. VI,1993-01-01T00:00:00Z,Encaustic,2002-01-01T00:00:00Z,Painting
Francois Rouan,Male,French,Purple and Gray Braiding,1969-01-01T00:00:00Z,Oil,1979-01-01T00:00:00Z,Painting
Francois Rouan,Male,French,Season V,1976-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Francois Rouan,Male,French,Figures/Landscape (formerly titled Laversine,1978-01-01T00:00:00Z,Watercolor,1999-01-01T00:00:00Z,Painting
Frances Barth,Female,American,Hakuryo,1981-01-01T00:00:00Z,Acrylic,1983-01-01T00:00:00Z,Painting
Frances Barth,Male,American,Untitled/ Number 500,1979-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Frances Barth,Female,American,Vessel,1978-01-01T00:00:00Z,Oil,1981-01-01T00:00:00Z,Painting
Frances Kent Lamont,Female,American,Gallic Cock,1942-01-01T00:00:00Z,Brass,1942-01-01T00:00:00Z,Sculpture
Francesco Clemente,Male,Italian,Self-Portrait,2005-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Francis Bacon,Male,British,Head I,1947-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
Francis Bacon,Male,British,Three Studies for a Self-Portrait,1979-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Francis Picabia,Male,French,The Musketeer,1924-01-01T00:00:00Z,Gouache,1949-01-01T00:00:00Z,Painting
Francis Picabia,Male,French,Bird and Turtle,1925-01-01T00:00:00Z,Gouache,1949-01-01T00:00:00Z,Painting
Francis Picabia,Male,French,The Globe,1924-01-01T00:00:00Z,Gouache,1949-01-01T00:00:00Z,Painting
Francis Picabia,Male,French,Lucie Desnos,1940-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Frank Auerbach,Male,British,Mornington Crescent,1967-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Frank Bowling,Male,British,Barticaflats Even Time,1980-01-01T00:00:00Z,Acrylic,1981-01-01T00:00:00Z,Painting
Frank Bowling,Male,British,Clem's No. I,1972-01-01T00:00:00Z,Acrylic,1980-01-01T00:00:00Z,Painting
Frank Bowling,Male,British,Night Journey,1969-01-01T00:00:00Z,Acrylic,2011-01-01T00:00:00Z,Painting
Frank Bowling,Male,British,According to Keitur Falls,1974-01-01T00:00:00Z,Acrylic,1980-01-01T00:00:00Z,Painting
Frank Eliscu,Male,American,Nude Male Figure in Water,1964-01-01T00:00:00Z,Bronze,1965-01-01T00:00:00Z,Sculpture
Frank Gallo,Male,American,The Critic,1964-01-01T00:00:00Z,Mixed Media,1986-01-01T00:00:00Z,Sculpture
Frank Kleinholz,Male,American,Back Street,1942-01-01T00:00:00Z,Oil,1942-01-01T00:00:00Z,Painting
Frank Mechau,Male,American,Last of the Wild Horses,1937-01-01T00:00:00Z,Oil,1938-01-01T00:00:00Z,Painting
Frank Stella,Male,American,Haines City,1963-01-01T00:00:00Z,Alkyd,1988-01-01T00:00:00Z,Painting
Frank Stella,Male,American,Marrakech,1964-01-01T00:00:00Z,Alkyd,1971-01-01T00:00:00Z,Painting
Frank Stella,Male,American,Remembering Henry,2011-01-01T00:00:00Z,Plastic,2014-01-01T00:00:00Z,Sculpture
Franklin Watkins,Male,American,White Roses,1945-01-01T00:00:00Z,Oil,1945-01-01T00:00:00Z,Painting
Franklin Watkins,Male,American,Gabriel,1935-01-01T00:00:00Z,Oil,1950-01-01T00:00:00Z,Painting
Frantizek Kupka,Male,Czech,Syncopated Black Disks,1930-01-01T00:00:00Z,Gouache,1968-01-01T00:00:00Z,Painting
Frantizek Kupka,Male,Czech,"Study for ""Four Stories in Black and White""",1925-01-01T00:00:00Z,Ink,1984-01-01T00:00:00Z,Painting
Frantizek Kupka,Male,Czech,"Study for ""Four Stories in Black and White""",1925-01-01T00:00:00Z,Ink,1984-01-01T00:00:00Z,Painting
Frantizek Kupka,Male,Czech,"Study for ""Four Stories in Black and White""",1925-01-01T00:00:00Z,Ink,1984-01-01T00:00:00Z,Painting
Frantizek Kupka,Male,Czech,Vertical and Diagonal Planes,1913-01-01T00:00:00Z,Oil,1971-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Nijinsky,1950-01-01T00:00:00Z,Enamel,2006-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Untitled,1952-01-01T00:00:00Z,Enamel,2006-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Vase of Flowers,1945-01-01T00:00:00Z,Enamel,1998-01-01T00:00:00Z,Painting
Franz Kline,Male,American,"Study for Flanders""",1961-01-01T00:00:00Z,Ink,1984-01-01T00:00:00Z,Painting
Franz Kline,Male,American,"Study for ""Nijinsky""",1950-01-01T00:00:00Z,Ink,2005-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Black Reflections,1959-01-01T00:00:00Z,Oil,1964-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Black/ White/ and Gray,1959-01-01T00:00:00Z,Oil,1959-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Nijinsky,1940-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Still Life with Puppet,1940-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Woman in a Rocker,1945-01-01T00:00:00Z,Oil,1998-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Kitzker,1946-01-01T00:00:00Z,Oil,1998-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Untitled,1961-01-01T00:00:00Z,Oil,2012-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Painted Newsprint,1948-01-01T00:00:00Z,Oil,1964-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Untitled,1959-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Franz Kline,Male,American,Untitled,1956-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Fred Williams,Male,Australian,Lysterfield Landscape,1968-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Fred Williams,Male,Australian,Cottlesbridge Landscape,1970-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Fred Williams,Male,Australian,Winjana Gorge/ Kimberleys/ I,1981-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Fred Williams,Male,Australian,Landscape with Rocks I,1957-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Frederic M. Grant,Male,American,The Homestead,1930-01-01T00:00:00Z,Oil,1933-01-01T00:00:00Z,Painting
Frederick J. Brown,Male,American,Genesis Dedicated to Noah Goldowsky,1978-01-01T00:00:00Z,Oil,1979-01-01T00:00:00Z,Painting
Frederick J. Brown,Male,American,The Ascension,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Frederick J. Brown,Male,American,Portrait of Jake (Stagger Lee Series #3,1983-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Frederick J. Brown,Male,American,Just Love,1986-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Frederick J. Brown,Male,American,Portrait of Otis Spann,1989-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Frederick Kiesler,Male,American,Winged Victory,1951-01-01T00:00:00Z,Bronze,1983-01-01T00:00:00Z,Sculpture
Frederick Serger,Male,American,Portrait of Helen,1935-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
French/ 19th Century,Null,Null,Bell,1901-01-01T00:00:00Z,Bronze,1984-01-01T00:00:00Z,Sculpture
French/ 19th Century,Null,Null,Portrait sur socle,1936-01-01T00:00:00Z,Bronze,2002-01-01T00:00:00Z,Sculpture
Friedel Dzubas,Male,American,Fan Tan,1972-01-01T00:00:00Z,Magna,1973-01-01T00:00:00Z,Painting
Fritz Bultman,Male,American,The Hunter,1949-01-01T00:00:00Z,Enamel,1994-01-01T00:00:00Z,Painting
Fritz Bultman,Male,American,Blue I,1958-01-01T00:00:00Z,Gouache,1994-01-01T00:00:00Z,Painting
Fritz Bultman,Male,American,Red/ Ochre and White,1952-01-01T00:00:00Z,Gouache,1994-01-01T00:00:00Z,Painting
Fritz Glarner,Male,American,Relational Painting Number 64,1953-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Fritz Koenig,Male,German,The Herd,1958-01-01T00:00:00Z,Bronze,1996-01-01T00:00:00Z,Sculpture
Frodo Mikkelsen,Male,Danish,My Swedish Childhood,2009-01-01T00:00:00Z,Mixed Media,2011-01-01T00:00:00Z,Sculpture
G. Herald,Null,Danish,Statuette,1910-01-01T00:00:00Z,Porcelain,1922-01-01T00:00:00Z,Sculpture
G. Herald,Null,Danish,Statuette,1910-01-01T00:00:00Z,Porcelain,1922-01-01T00:00:00Z,Sculpture
Gabor F. Peterdi,Male,American,The Big Wetland I,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Gaetano Cecere,Male,American,There is no easy way from the earth to the stars,1933-01-01T00:00:00Z,Bronze,1933-01-01T00:00:00Z,Sculpture
